cvn,imoNumber,vesselName,builtDate,vesselTypeTopLevelType,vesselTypeMidLevelType,detailedVesselType,flagOfRegistry,ageYear,mmsiMaritimeMobileServiceIdentity,classSociety,mainStatus,detailedStatus,grossTonnage,deadweightTonnes,lengthOverallMetres,draftMetres,beamMetres,lightDisplacement,ownerCompanyId,owner,ownerNationalityRegion,groupOwnerCompanyId,groupOwner,groupOwnerCountryRegion,registeredOwnerCompany,builderCompanyId,builder,builderCountryRegion,specificSize,specificUnit,callSign,sisterVesselCode,contractDate,compensatedGrossTonnage,yard,operatorCompanyId,operator,operatorCountryRegion,managerCompanyId,technicalManager,technicalManagerCountryRegion,cargoCapacityCubicMetres,tanksTotal,pumpsTotal,coatedTanksFitted,imoClass,iceClassNotation,iceClassed,speedKnots,powerType,mainEngineFuelType,mainEngineSummary,auxiliarySummary,propulsorSummary,environmentalSummary,ballastWaterTreatmentSystemFitted,mainEngineLngReady,hullSurveyDueDate,lastHullSurveyDate,mainEngines,auxiliaryEngines,positionalThrusters,propulsion,environmentalEquipment,globalZonePercentageTimeSpent,timeseries,bespokeData,vehicleDecksNo,vehicleCapacity,teuTotalCapacity,gearedIndicator,homogenousTeuCapacity,reeferTeuTotal,consumptionTonnesPerDay,mainEngineEcoMeEngine,newbuildingPrice,newbuildingPriceCurrency,exName,shipDesign,holdsTotal,hatchesTotal,greatLakesOnly,soxScrubberFitted,laneLengthMetres,passengersTotalNo,passengerBerths,heavyLiftCapable,tankTempCelcius,cargoContainmentSystemType,mainEngineLngCapable,alternativeFuelTypes,tankPressureKgfSqCm,noxAbatementIndicator
16198872,9608403.0,Da De,2014-07-01T00:00:00,Multipurpose,"Multi-Purpose (20,000 + dwt.)",Multi-Purpose/Heavy Lift Cargo,China P.R.,8.58333,413478240.0,China Classification Society,Fleet,In Service,21828,29572.0,179.57,10.515,28.0,,546474,COSCO Shipping Spec,China P.R.,824220,China COSCO Shipping,China P.R.,,983412,Shanghai Shipyard,China P.R.,29572.0,DWT,BOEM,77129.001,2010-09-01T00:00:00,16155.95702,Shanghai Shipyard,546474.0,COSCO Shipping Spec,China P.R.,546474.0,COSCO Shipping Spec,China P.R.,,,,,,B,True,15.2,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S50ME-C8.2,3 x Aux. Diesel Gen. - Daihatsu,"1 x Dalian Marine, FP Propeller, 127rpm ",,,False,2024-07-13T00:00:00,2019-04-25T00:00:00,[],[],[],[],[],[],[],,,,1045.0,True,,,,Eco – Electronic Engine,38.0,$m,,DA Type 3,3.0,3.0,,,,,,True,,,,,,
16207862,9621144.0,Shandong Ding Sheng,2013-03-01T00:00:00,Bulkcarriers,Capesize Bulker,Bulk Carrier,Hong Kong,9.91667,477222900.0,China Classification Society,Fleet,In Service,94710,179967.0,295.0,18.1,46.0,,612067,Shandong Shipping,China P.R.,609012,Shandong Marine,China P.R.,HAISHENG NO 3 TIANJIN OF BOBFL,983412,Beihai Shipyard,China P.R.,179967.0,DWT,VRLM9,77386.001,2011-03-04T00:00:00,31477.44387,Beihai Shipyard,612067.0,Shandong Shipping,China P.R.,751438.0,SDSC Ship Mgmt.,China P.R.,,,,,,,,14.0,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6S70MC-C7.2,3 x Aux. Diesel Gen.,"1 x FP Propeller, 91rpm ","1 x Exhaust Scrubber - SOx - Qiyao Environ Tec, 2 x BWTS - Ballast Water Treatment System - SunRui",True,False,2028-03-04T00:00:00,2023-03-09T00:00:00,[],[],[],[],[],[],[],,,,,False,,,55.0,,,,,CSDC 180K 46M,9.0,9.0,,True,,,,,,,,,,
16208001,9619684.0,Marjorie C,2015-04-01T00:00:00,RoRo,"Ro-Ro (10,000 & Above dwt tonnes)",Ro-Ro/Container,United States,7.83333,367641230.0,DNV,Fleet,In Service,47279,24750.0,210.92,9.75,32.6,,611781,Pasha Hawaii,United States,793775,The Pasha Group,United States,Pasha Hawaii Shipping Company LLC,763457,VT Halter (Pasca),United States,4000.0,Lane m.,WDH6745,77389.001,2011-02-15T00:00:00,28196.22686,VT Halter (Pasca),611781.0,Pasha Hawaii,United States,611781.0,Pasha Hawaii,United States,,,,,,,,21.5,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 8S60MC-C8.2,4 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x FP Propeller, 105rpm ","1 x Exhaust Scrubber - SOx - FMSI, 1 x BWTS - Ballast Water Treatment System - Alfa Laval",True,False,2025-04-21T00:00:00,2020-06-01T00:00:00,[],[],[],[],[],[],[],,3.0,1100.0,1400.0,True,,,,,144.0,$m,,,,,,True,4000.0,,,,,,,,,
16209879,9624938.0,Golar Penguin,2014-09-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Marshall Is.,8.41667,538004979.0,Lloyd's Register,Fleet,Idle,102100,82181.0,280.569,12.15,43.4,,876975,New Fortress,United States,876975,New Fortress,United States,ORIENTAL FLEET LNG 02 LTD,452337,Samsung HI,South Korea,160000.0,cu.m.,V7AE8,77450.003,2011-04-11T00:00:00,81524.37593,Samsung HI,,,,994807.0,CoolCo,Bermuda,160000.0,,,,,,False,19.5,Diesel Electric,"LNG, VLS MDO","3 x Diesel Gen. - Wartsila 4-stroke 12V50DF, 1 x Diesel Gen. - Wartsila 4-stroke 6L50DF",,"1 x Nakashima, FP Propeller",2 x BWTS - Ballast Water Treatment System - ERMA FIRST,True,False,2024-09-17T00:00:00,2019-10-19T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,200.0,$m,,,,,,,,,,,-163.0,TZM,Y,LNG,,
16215209,9636785.0,Cool Voyager,2013-11-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Malta,9.25,229553000.0,DNV,Fleet,In Service,102097,81890.0,280.57,12.15,43.4,,147798,Thenamaris,Greece,147798,Thenamaris,Greece,Energy Shipping & Trading S.A.,452337,Samsung HI,South Korea,160372.0,cu.m.,9HA3401,77602.001,2011-07-08T00:00:00,81522.74703,Samsung HI,147798.0,Thenamaris,Greece,807681.0,Thenamaris LNG,Greece,160372.0,,,,,,False,19.5,Diesel Electric,"LNG, VLS IFO","3 x Diesel Gen. - Wartsila 4-stroke 12V50DF, 1 x Diesel Gen. - Wartsila 4-stroke 6L50DF",,1 x FP Propeller,2 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI),True,False,2023-10-29T00:00:00,2018-09-15T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-163.0,TZM,Y,LNG,0.25,
16215212,9636797.0,Cool Runner,2014-03-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Malta,8.91667,229673000.0,DNV,Fleet,In Service,102097,81891.0,280.57,12.15,43.4,,147798,Thenamaris,Greece,147798,Thenamaris,Greece,Priority Maritime Corporation,452337,Samsung HI,South Korea,160000.0,cu.m.,9HA3506,77602.002,2011-07-08T00:00:00,81522.74703,Samsung HI,147798.0,Thenamaris,Greece,807681.0,Thenamaris LNG,Greece,160000.0,,,,,,False,19.5,Diesel Electric,"LNG, VLS IFO","3 x Diesel Gen. - Wartsila 4-stroke 12V50DF, 1 x Diesel Gen. - Wartsila 4-stroke 6L50DF",,1 x FP Propeller,2 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI),True,False,2024-03-24T00:00:00,2019-04-04T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-163.0,TZM,Y,LNG,0.25,
16215454,9427536.0,Tethys,2012-03-01T00:00:00,Chemical Tankers,"Chemical Tankers (<10,000 dwt)",Chemical & Oil Carrier,Cyprus,10.91667,210260000.0,American Bureau of Shipping,Fleet,In Service,3166,4391.0,92.35,5.4,15.2,3008.0,979476,MM Marine,Switzerland,826317,Mercuria Energy,Switzerland,Tidestar Shipping Ltd.,597184,Yizheng Yangzi SB,China P.R.,4391.0,DWT,5BVA5,77610.002,2008-01-01T00:00:00,7072.29368,Yizheng Yangzi SB,979476.0,MM Marine,Greece,979476.0,MM Marine,Greece,4549.0,12.0,12.0,True,2.0,IC,True,12.0,Diesel 4-Stroke,VLS IFO,2 x Diesel - MAN Energy Solutions 8L23/30,2 x Aux. Diesel Gen. - Volvo Penta,"2 x Fundivisa, CP Propeller, 201rpm ",1 x BWTS - Ballast Water Treatment System - DESMI,True,False,2027-02-21T00:00:00,2022-06-20T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,Ocean Astro,,,,,,,,,,,,,,,
16216448,9640023.0,Cool Explorer,2015-01-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Malta,8.08333,229796000.0,DNV,Fleet,In Service,102097,81891.0,280.57,12.15,43.4,30326.0,147798,Thenamaris,Greece,147798,Thenamaris,Greece,Safe Port Marine Ltd.,452337,Samsung HI,South Korea,161352.0,cu.m.,9HA3616,77602.003,2011-07-29T00:00:00,81522.74703,Samsung HI,147798.0,Thenamaris,Greece,807681.0,Thenamaris LNG,Greece,161352.0,,,,,,False,19.5,Diesel Electric,"LNG, VLS IFO","3 x Diesel Gen. - Wartsila 4-stroke 12V50DF, 1 x Diesel Gen. - Wartsila 4-stroke 6L50DF",,1 x FP Propeller,2 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI),True,False,2025-01-08T00:00:00,2019-12-04T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-163.0,TZM,Y,LNG,0.25,
16217340,9608348.0,Ferry Naminoue,2012-09-01T00:00:00,Ferries,"Passenger Ferries <10,000 GT",Pass./Car Ferry,Japan,10.41667,431003691.0,Unknown,Fleet,In Service,8072,3808.0,145.0,6.25,24.0,,264288,A Line Ferry Co,Japan,264288,A Line Ferry Co,Japan,,394307,MHI Shimonoseki,Japan,707.0,Passengers,7JLW,,2011-06-01T00:00:00,11884.65597,MHI Shimonoseki,264288.0,A Line Ferry Co,Japan,264288.0,A Line Ferry Co,Japan,,,,,,,,21.0,Diesel 4-Stroke,VLS IFO,2 x Diesel - Pielstick 12PC2.6,,2 x Propeller,,,False,,,[],[],[],[],[],[],[],,,72.0,,,,,,,,,,,,,,,500.0,707.0,,,,,,,,
16218842,9641675.0,Le Soleal,2013-06-01T00:00:00,Cruise,Cruise <500 Berths,Cruise Ship,France,9.66667,578000200.0,Bureau Veritas,Fleet,In Service,10992,1400.0,142.1,4.9,18.0,,314505,Ponant,France,314505,Ponant,France,Compagnie Du Ponant,392187,Fincantieri Ancona,Italy,264.0,Berths,FIHV,74633.003,2011-09-22T00:00:00,24987.19363,Fincantieri Ancona,314505.0,Ponant,France,314505.0,Ponant,France,,,,,,IC,True,16.0,Diesel Electric,VLS IFO,4 x Diesel Gen. - Wartsila 4-stroke 8L20,1 x Aux. Diesel Gen. - Isotta Fraschini,"2 x Wartsila Propulsion, FP Propeller, 186rpm ",,,False,2028-06-20T00:00:00,2023-03-20T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,137.0,$m,,,,,,,,264.0,264.0,,,,,,,
16220766,9612478.0,Apollo Stella,2012-01-01T00:00:00,Other Dry General Cargo,General Cargo,General Cargo,Panama,11.08333,373303000.0,Bureau Veritas,Fleet,In Service,9642,12307.0,118.82,8.51,21.2,,170433,First Marine Service,Japan,164645,First Marine,Japan,"Myosei Kisen Co, LTD, Mira Shipping, SA",404107,Sasaki Zosen,Japan,12307.0,DWT,3FFX3,77816.002,2009-01-01T00:00:00,9577.0273,Sasaki Zosen,170433.0,First Marine Service,Japan,771115.0,Yokohama Marine,Japan,,,,,,,,15.0,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6L35MC6.2,2 x Aux. Diesel Gen. - Yanmar,"1 x Kamome, FP Propeller, 210rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2027-01-30T00:00:00,2022-02-11T00:00:00,[],[],[],[],[],[],[],,,,,True,,,,,,,,,4.0,,,,,,,,,,,,,
16224298,9677313.0,Gamsunoro,2014-07-01T00:00:00,Crude Tankers,"Aframax Crude (85,000-124,999 dwt)",Tanker,Indonesia,8.58333,525008093.0,Biro Klasifikasi Indonesia,Fleet,In Service,57081,105638.0,228.6,14.8,42.0,,289331,Pertamina,Indonesia,289331,Pertamina,Indonesia,Alor Bahtera Laju Abadi PT,396222,Sumitomo (Yokosuka),Japan,105638.0,DWT,YDPV,,2012-05-01T00:00:00,24685.47191,Sumitomo (Yokosuka),289331.0,Pertamina,Indonesia,959144.0,Pertamina Intl Shpg,Indonesia,,,,,,,,14.8,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S60MC-C7.2,3 x Aux. Diesel Gen. - Daihatsu,"1 x FP Propeller, 105rpm ",,,False,,,[],[],[],[],[],[],[],,,,,,,,,,,,,SumitomoHI 105K OT MK III,,,,,,,,,,,,,,
16231441,9660023.0,United Crown,2013-10-01T00:00:00,Bulkcarriers,Capesize Bulker,Bulk Carrier,Panama,9.33333,353297000.0,Nippon Kaiji Kyokai,Fleet,In Service,92752,181381.0,291.98,18.237,45.0,,605780,NS United KK,Japan,111081,Nippon Yusen Kaisha,Japan,Fairway Shipping SA,403205,Koyo Dock,Japan,181381.0,DWT,3FFL4,77003.042,2012-01-01T00:00:00,31078.86862,Koyo Dock,605780.0,NS United KK,Japan,445571.0,B. Schulte (India),India,,,,,,,,17.4,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6S70MC-C7.2,3 x Aux. Diesel Gen. - Daihatsu,"1 x FP Propeller, 87rpm ","1 x Exhaust Scrubber - SOx - Wartsila Moss, 2 x BWTS - Ballast Water Treatment System - JFE Engineering",True,False,2023-10-15T00:00:00,2018-10-05T00:00:00,[],[],[],[],[],[],[],,,,,False,,,,,,,,IS 181K,9.0,9.0,False,True,,,,,,,,,,
16231641,,Xin Hai 19 Hao,2012-01-01T00:00:00,Ferries,"Passenger Ferries <10,000 GT",Pass./Car Ferry,China P.R.,11.08333,,China Classification Society,Fleet,In Service,8275,2042.0,119.18,4.0,19.8,,613585,Hainan Strait Shpg,China P.R.,824220,China COSCO Shipping,China P.R.,,586896,Hainan Kaihong,China P.R.,972.0,Passengers,,78104.001,2009-10-10T00:00:00,12096.09746,Hainan Kaihong,613585.0,Hainan Strait Shpg,China P.R.,613585.0,Hainan Strait Shpg,China P.R.,,,,,,,,15.3,Diesel 4-Stroke,VLS IFO,2 x Diesel - Guangzhou Diesel 8320ZCd-8,,2 x Propeller,,,False,2023-12-26T00:00:00,2018-12-27T00:00:00,[],[],[],[],[],[],[],,,41.0,,,,,,,93.2812,RMBm,,,,,,,,972.0,,,,,,,,
16231654,,Bao Dao 16 Hao,2012-07-01T00:00:00,Ferries,"Passenger Ferries <10,000 GT",Pass./Car Ferry,China P.R.,10.58333,,China Classification Society,Fleet,In Service,8275,2042.0,119.18,4.2,19.8,,613585,Hainan Strait Shpg,China P.R.,824220,China COSCO Shipping,China P.R.,,586896,Hainan Kaihong,China P.R.,972.0,Passengers,,78104.002,2009-10-10T00:00:00,12096.09746,Hainan Kaihong,613585.0,Hainan Strait Shpg,China P.R.,613585.0,Hainan Strait Shpg,China P.R.,,,,,,,,15.3,Diesel 4-Stroke,VLS IFO,2 x Diesel - Guangzhou Diesel 8320ZCd-8,4 x Aux. Diesel Gen.,2 x FP Propeller,,,False,2024-06-19T00:00:00,2019-06-20T00:00:00,[],[],[],[],[],[],[],,1.0,41.0,,,,,,,93.5206,RMBm,,,,,,,,972.0,,,,,,,,
16235423,9665607.0,Thalassa Patris,2013-11-01T00:00:00,Containerships,"Neo-Panamax Containership 12,000-16,999 TEU",Fully Cellular Container,Liberia,9.25,636021035.0,DNV,Fleet,In Service,148667,152344.0,368.45,15.8,51.0,,460811,SFL Corporation,Norway,285146,Fredriksen Group,Norway,SFL Patris Inc.,392961,Hyundai HI (Ulsan),South Korea,13806.0,TEU,5LBX9,78192.002,2012-07-03T00:00:00,62497.04938,Hyundai HI (Ulsan),164032.0,Evergreen Marine,Taiwan,1001200.0,Enesel Dry,Greece,,,,,,,False,23.0,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 11S90ME-C9.2,"2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN), 2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN)","1 x HHI-EMD (HiMSEN), FP Propeller, 81rpm ",1 x BWTS - Ballast Water Treatment System - HHI-EMD (HiBallast),True,False,2023-11-27T00:00:00,2018-08-27T00:00:00,[],[],[],[],[],[],[],,,,13806.0,False,10000.0,1600.0,,Eco – Electronic Engine Modern,114.0,$m,,,,,,,,,,,,,,,,
16235878,9547219.0,Jolly Titanio,2014-11-01T00:00:00,RoRo,"Ro-Ro (10,000 & Above dwt tonnes)",Ro-Ro/Container,Italy,8.25,247335600.0,RINA,Fleet,In Service,51055,44574.0,240.0,11.5,37.5,,291118,Ignazio Messina,Italy,291118,Ignazio Messina,Italy,RORO ITALIA S.P.A.,998874,STX SB (Jinhae),South Korea,6350.0,Lane m.,IBGX,78207.001,2012-07-19T00:00:00,29594.71044,STX SB (Jinhae),267571.0,MSC,Switzerland,291118.0,Ignazio Messina,Italy,,,,,,IB,True,21.5,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 7L70ME-C8.2,4 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x Rolls-Royce Marine, CP Propeller, 108rpm ","1 x Exhaust Scrubber - SOx - Wartsila Moss, 2 x BWTS - Ballast Water Treatment System - PANASIA",True,False,2024-11-13T00:00:00,2019-09-24T00:00:00,[],[],[],[],[],[],[],,5.0,2200.0,3016.0,,,,81.0,Eco – Electronic Engine Modern,73.5,$m,MSC Titanio,240m Container/Ro-Ro Cargo Ship,,,,True,6350.0,,,,,,,,,
16242797,9683049.0,Kmarin Rigour,2016-06-01T00:00:00,Crude Tankers,"Aframax Crude (85,000-124,999 dwt)",Tanker,Isle of Man,6.66667,235108529.0,Lloyd's Register,Fleet,In Service,64309,109475.0,249.85,15.018,44.0,21507.0,763994,KMARIN,South Korea,763994,KMARIN,South Korea,Kmarin No 17E SA,998874,STX SB (Jinhae),South Korea,109475.0,DWT,2ICI3,78376.005,2012-12-21T00:00:00,26421.41901,STX SB (Jinhae),332396.0,BP Shipping,United Kingdom,623247.0,Synergy Maritime,India,118775.0,12.0,3.0,False,,,False,14.5,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6G60ME-C9.2,3 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x Silla Metal, FP Propeller",1 x BWTS - Ballast Water Treatment System - De Nora Water Tech,True,False,2026-06-19T00:00:00,2021-09-22T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,British Rigour,,,,,,,,,,,,,,,
16244083,9706073.0,Hafnia Petrel,2016-01-01T00:00:00,Products Tankers,"MR (40,000-54,999 dwt)",Chemical & Oil Carrier,Singapore,7.08333,564863000.0,DNV,Fleet,In Service,29751,49999.0,183.0,13.3,32.2,10788.0,777454,Hafnia Limited,Singapore,244901,BW Group,Singapore,BW Clearwater Pte Ltd,557054,SPP Sacheon SY,South Korea,49999.0,DWT,9V2925,78397.008,2013-10-01T00:00:00,24249.63178,SPP Sacheon SY,777454.0,Hafnia Limited,Singapore,614537.0,BW Fleet Mngt,Singapore,51728.0,12.0,12.0,True,2.0,,,14.5,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S50ME-B9.3,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x Hae Yang, FP Propeller",1 x BWTS - Ballast Water Treatment System - Alfa Laval,True,False,2026-01-04T00:00:00,2021-02-16T00:00:00,[],[],[],[],[],[],[],,,,,,,,23.07,Eco – Electronic Engine Modern,,,BW Petrel,,,,,,,,,,,,,,,
16247668,9689615.0,ONE Manhattan,2015-10-01T00:00:00,Containerships,"Neo-Panamax Containership 12,000-16,999 TEU",Fully Cellular Container,Japan,7.33333,431260000.0,Nippon Kaiji Kyokai,Fleet,In Service,152297,147420.0,365.9,14.0,51.2,,120270,K-Line,Japan,120270,K-Line,Japan,East River Shipping GK,452016,Imabari SB Hiroshima,Japan,13870.0,TEU,7JVP,78474.005,2013-03-18T00:00:00,63530.71132,Imabari SB Hiroshima,898713.0,ONE,Singapore,986153.0,K Line SM Singapore,Singapore,,,,,,,False,24.8,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 11S90ME-C9.2,4 x Aux. Diesel Gen. - Daihatsu,"1 x Nakashima, FP Propeller","1 x Exhaust Scrubber - SOx - Mitsubishi, 1 x BWTS - Ballast Water Treatment System - HHI-EMD (HiBallast)",True,False,2025-10-06T00:00:00,2020-10-30T00:00:00,[],[],[],[],[],[],[],,,,13870.0,False,,1600.0,,Eco – Electronic Engine Modern,,,Manhattan Bridge,,,,,True,,,,,,,,,,
16252954,9697492.0,Epic St. Thomas,2014-01-01T00:00:00,LPG,"Small LPG 5-14,999 cbm",LPG Carrier,Singapore,9.08333,563716000.0,American Bureau of Shipping,Fleet,In Service,4292,5011.0,99.98,6.11,17.2,2711.0,739557,BW Epic Kosan,Singapore,244901,BW Group,Singapore,Epic ST Thomas Pte. Ltd.,404107,Sasaki Zosen,Japan,5016.0,cu.m.,9V2347,78590.001,2013-05-28T00:00:00,7294.70487,Sasaki Zosen,739557.0,BW Epic Kosan,Singapore,739557.0,BW Epic Kosan,Singapore,5016.0,,,,,,False,13.4,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 5L35MC6.2,2 x Aux. Diesel Gen. - Yanmar,"1 x Kamome, FP Propeller, 178rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2024-01-19T00:00:00,2019-02-04T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-10.0,,,,18.0,
16252967,9697507.0,Epic St. Croix,2014-04-01T00:00:00,LPG,"Small LPG 5-14,999 cbm",LPG Carrier,Malta,8.83333,256925000.0,American Bureau of Shipping,Fleet,In Service,4292,4995.0,99.98,6.11,17.2,2711.0,739557,BW Epic Kosan,Singapore,244901,BW Group,Singapore,Epic ST Croix Pte. Ltd.,404107,Sasaki Zosen,Japan,5000.0,cu.m.,9HA4038,78590.002,2013-05-28T00:00:00,7294.70487,Sasaki Zosen,739557.0,BW Epic Kosan,Singapore,739557.0,BW Epic Kosan,Singapore,5000.0,,,,,,False,13.4,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 5L35MC6.1,2 x Aux. Diesel Gen. - Yanmar,"1 x Kamome, FP Propeller, 178rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2024-04-23T00:00:00,2019-04-23T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,-10.0,,,,18.0,
16255276,9735153.0,Goliath,2015-07-01T00:00:00,Bulkcarriers,Capesize Bulker,Bulk Carrier,Liberia,7.58333,636020165.0,American Bureau of Shipping,Fleet,In Service,107761,209537.0,300.0,18.4,50.0,,535665,Star Bulk Carriers,Greece,535665,Star Bulk Carriers,Greece,Hai Kuo Shipping 2020b Ltd.,871424,Nantong COSCO KHI,China P.R.,209537.0,DWT,D5XZ3,78653.002,2013-06-29T00:00:00,34056.46616,Nantong COSCO KHI,535665.0,Star Bulk Carriers,Greece,535665.0,Star Bulk Carriers,Greece,,,,,,,,,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6G70ME-C9.2,3 x Aux. Diesel Gen. - Yanmar,"1 x Nakashima, FP Propeller, 66rpm ","1 x Exhaust Scrubber - SOx - VDL AEC Maritime, BWTS - Ballast Water Treatment System",True,False,2025-07-14T00:00:00,2020-06-12T00:00:00,[],[],[],[],[],[],[],,,,,False,,,,Eco – Electronic Engine Modern,,,,NACKS 209K,9.0,9.0,,True,,,,,,,,,,
16255647,9702261.0,MSC Sara Elena,2015-12-01T00:00:00,Containerships,"Neo-Panamax Containership 8,000-11,999 TEU",Fully Cellular Container,Madeira,7.16667,255806499.0,DNV,Fleet,In Service,95497,109778.0,299.95,14.5,48.22,,267571,MSC,Italy,267571,MSC,Italy,Concept Treasure Ltd.,983412,Dalian Shipbuilding,China P.R.,8800.0,TEU,CQEV8,78662.006,2013-07-03T00:00:00,46253.71461,Dalian Shipbuilding,267571.0,MSC,Switzerland,654391.0,MSC (Cyprus),Cyprus,,,,,,,False,22.0,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 9S90ME-C10.2,"2 x Aux. Diesel Gen. - MAN Energy Solutions, 2 x Aux. Diesel Gen. - MAN Energy Solutions","1 x Dalian Marine, FP Propeller, 78rpm ","1 x Exhaust Scrubber - SOx - Wartsila Moss, 1 x BWTS - Ballast Water Treatment System - PANASIA",True,False,2025-10-29T00:00:00,2020-10-26T00:00:00,[],[],[],[],[],[],[],,,,8800.0,False,,2924.0,,Eco – Electronic Engine Modern,85.0,$m,,CIMC ORIC 8800 TEU,,,,True,,,,,,,,,,
16256378,9704130.0,Le Lyrial,2015-04-01T00:00:00,Cruise,Cruise <500 Berths,Cruise Ship,France,7.83333,578000800.0,Bureau Veritas,Fleet,In Service,10992,1400.0,142.1,4.9,18.0,,314505,Ponant,France,314505,Ponant,France,Sas Caroline 55,392187,Fincantieri Ancona,Italy,262.0,Berths,FIRS,,2013-07-16T00:00:00,24987.19363,Fincantieri Ancona,314505.0,Ponant,France,314505.0,Ponant,France,,,,,,IC,True,16.0,Diesel Electric,VLS IFO,4 x Diesel Gen. - Wartsila 4-stroke 8L20,1 x Aux. Diesel Gen. - Isotta Fraschini,"2 x Wartsila Propulsion, FP Propeller, 186rpm ",,,False,2025-04-09T00:00:00,2020-07-09T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,150.0,$m,,,,,,,,264.0,262.0,,,,,,,
16260517,9710177.0,Chipolbrok Pacific,2015-12-01T00:00:00,Multipurpose,"Multi-Purpose (20,000 + dwt.)",Multi-Purpose/Heavy Lift Cargo,Hong Kong,7.16667,477713800.0,Lloyd's Register,Fleet,In Service,24778,31615.0,189.9,10.5,28.0,,292623,Chinese-Polish Shpg,China P.R.,292623,Chinese-Polish Shpg,China P.R.,Chipolbrok Pacific Shpg Co Ltd,983412,Shanghai Shipyard,China P.R.,31615.0,DWT,VRPC3,90054.001,2013-09-10T00:00:00,17521.29345,Shanghai Shipyard,292623.0,Chinese-Polish Shpg,China P.R.,292623.0,Chinese-Polish Shpg,China P.R.,,,,,,1C,True,15.7,Diesel 2-Stroke,VLS IFO,1 x Diesel - Wartsila 2-stroke 6RT-flex50-D,3 x Aux. Diesel Gen.,"1 x Changzhou Zhonghai, Propeller","1 x HVEC -High Voltage External Connection, 1 x BWTS - Ballast Water Treatment System - Qingdao Headway",True,False,2025-12-07T00:00:00,2020-11-07T00:00:00,[],[],[],[],[],[],[],,,,1923.0,True,1284.0,,30.0,Eco – Electronic Engine Modern,,,,SDARI 32000 MPV,3.0,3.0,,,,,,True,,,,,,
